tau,VACF
1.0000000000000038e-13,0.016431292504723704
1.0000000000000048e-13,0.02382536745510698
1.0000000000000058e-13,0.015303763610266221
1.0000000000000068e-13,0.022011562965586692
1.0000000000000079e-13,0.013987049413639555
1.0000000000000089e-13,0.013376679389943424
1.0000000000000099e-13,0.018764705691197477
1.0000000000000109e-13,0.011500156614784837
1.0000000000000119e-13,0.010528864301374168
1.0000000000000129e-13,0.017163351991666381
1.0000000000000149e-13,0.0059036210265513527
1.0000000000000159e-13,0.10725069134038945
1.0000000000000169e-13,-0.0027453841027093371
1.000000000000018e-13,0.019907644151469291
1.00000000000002e-13,-0.029226026779780256
1.000000000000022e-13,0.090283639007395972
1.000000000000024e-13,0.071537893905723779
1.000000000000026e-13,0.067979959495176642
1.0000000000000281e-13,0.059864893159381233
1.0000000000000301e-13,0.057213907860940091
1.0000000000000321e-13,0.044805593855881849
1.0000000000000341e-13,0.054185443632718974
1.0000000000000361e-13,0.05136727538534528
1.0000000000000381e-13,0.048323045872673012
1.0000000000000402e-13,0.039353460377022732
1.0000000000000422e-13,0.043387080045046059
1.0000000000000442e-13,0.047875362644363928
1.0000000000000462e-13,0.038724750333011031
1.0000000000000482e-13,0.042250209061255123
1.0000000000000503e-13,0.040813394905582036
1.0000000000000523e-13,0.034469897659993511
1.0000000000000543e-13,0.017499416564848942
1.0000000000000563e-13,0.0053053143201589959
1.0999999999999978e-13,0.017841064780124163
1.0999999999999983e-13,0.07262715939169076
1.0999999999999988e-13,0.068918359350075314
1.0999999999999994e-13,0.081812622524460393
1.0999999999999996e-13,0.061418958846847192
1.0999999999999999e-13,0.042032363886905531
1.1e-13,0.17883379210767009
1.1000000000000001e-13,0.15612096092264377
1.1000000000000002e-13,0.034524226313419552
1.1000000000000004e-13,0.016319441770080569
1.1000000000000014e-13,0.023725630650541306
1.1000000000000024e-13,0.015307483969957743
1.1000000000000034e-13,0.014889428982296306
1.1000000000000044e-13,0.021520097347512711
1.1000000000000054e-13,0.013776393990799482
1.1000000000000064e-13,0.019744330411130016
1.1000000000000074e-13,0.012498794759073355
1.1000000000000084e-13,0.011914870236541662
1.1000000000000094e-13,0.016643173777963427
1.1000000000000105e-13,0.010154919748818252
1.1000000000000115e-13,0.0092668891843220944
1.1000000000000125e-13,0.015096702025117268
1.1000000000000145e-13,0.0072248057803836847
1.1000000000000165e-13,-0.0075986068843351762
1.1000000000000175e-13,0.11760048222746519
1.1000000000000195e-13,-0.035916940802982182
1.1000000000000216e-13,0.060900604554266331
1.1000000000000236e-13,0.078554223109288668
1.1000000000000256e-13,0.066900992833024919
1.1000000000000276e-13,0.05689770651098143
1.1000000000000296e-13,0.053604225728548255
1.1000000000000317e-13,0.041854562213000886
1.1000000000000337e-13,0.050581504961392069
1.1000000000000357e-13,0.047777274119329707
1.1000000000000377e-13,0.044658342070450885
1.1000000000000397e-13,0.033590340066591194
1.1000000000000418e-13,0.041915729507318152
1.1000000000000438e-13,0.037135386220588991
1.1000000000000458e-13,0.040718998143862394
1.1000000000000478e-13,0.026236008891752004
1.1000000000000498e-13,0.047396769036544321
1.1000000000000519e-13,0.02159599941492147
1.1000000000000539e-13,0.023998999726085976
1.1000000000000559e-13,0.004624763502673622
1.1999999999999979e-13,0.032490909631008119
1.1999999999999984e-13,0.051901820847324198
1.1999999999999989e-13,0.080359334743548172
1.1999999999999994e-13,0.061991723779644736
1.1999999999999997e-13,0.07061563968434631
1.1999999999999999e-13,0.25905468284263022
1.2000000000000002e-13,0.13382800550118151
1.2000000000000009e-13,0.021826332332030515
1.200000000000002e-13,0.014038962304265559
1.200000000000003e-13,0.013621615404279077
1.200000000000004e-13,0.019625153731797015
1.200000000000005e-13,0.012521826789685086
1.200000000000006e-13,0.017884444394185066
1.200000000000007e-13,0.011280146782841144
1.200000000000008e-13,0.010720167709547297
1.200000000000009e-13,0.014914477077049021
1.20000000000001e-13,0.0090626067158666029
1.200000000000011e-13,0.0082449014523432521
1.2000000000000121e-13,0.013415946643838897
1.2000000000000141e-13,0.007370847674899381
1.2000000000000161e-13,-0.013036037916892852
1.2000000000000171e-13,0.10861247135150351
1.2000000000000181e-13,0.0020204370260225816
1.2000000000000191e-13,-0.025422027763978651
1.2000000000000211e-13,0.060036690211598048
1.2000000000000232e-13,0.042124867424068756
1.2000000000000252e-13,0.067228338348476649
1.2000000000000272e-13,0.054800348239523664
1.2000000000000292e-13,0.05071760756547751
1.2000000000000312e-13,0.039428936755569216
1.2000000000000333e-13,0.047634632385069181
1.2000000000000353e-13,0.04486871816136271
1.2000000000000373e-13,0.04168710974301134
1.2000000000000393e-13,0.031148337935556315
1.2000000000000413e-13,0.036452281196107515
1.2000000000000434e-13,0.035978217718485569
1.2000000000000454e-13,0.031664747248783834
1.2000000000000474e-13,0.028769769371432257
1.2000000000000494e-13,0.032526961753032942
1.2000000000000514e-13,0.028921282025028004
1.2000000000000535e-13,0.017505662397605728
1.2000000000000555e-13,0.0077685715984361983
1.2999999999999975e-13,0.0073685308301372175
1.299999999999998e-13,0.023076746843036525
1.2999999999999985e-13,0.063367685058458315
1.299999999999999e-13,0.061634448473875628
1.2999999999999995e-13,0.073584573466257353
1.2999999999999998e-13,0.07957065659591657
1.3e-13,0.29417562462516372
1.3000000000000003e-13,0.053413053743323273
1.3000000000000005e-13,0.02024421913717428
1.3000000000000015e-13,0.012981415006961605
1.3000000000000025e-13,0.012564344214433882
1.3000000000000035e-13,0.018045017479973911
1.3000000000000046e-13,0.011476237078947996
1.3000000000000056e-13,0.016336035830002954
1.3000000000000066e-13,0.01026720297389223
1.3000000000000076e-13,0.0097288241151950571
1.3000000000000086e-13,0.013483867045050529
1.3000000000000096e-13,0.0081614482315556305
1.3000000000000106e-13,0.0074037160220150004
1.3000000000000116e-13,0.012028381940274861
1.3000000000000136e-13,0.0071410479151903751
1.3000000000000157e-13,-0.018409125892592939
1.3000000000000167e-13,0.099902758603994501
1.3000000000000177e-13,0.0045932148434475444
1.3000000000000187e-13,-0.016389187089806738
1.3000000000000207e-13,0.027383679158015675
1.3000000000000227e-13,0.040257162674254755
1.3000000000000248e-13,0.069157598627723277
1.3000000000000268e-13,0.053465774374630001
1.3000000000000288e-13,0.048420356656569345
1.3000000000000308e-13,0.037410893721700443
1.3000000000000328e-13,0.045186399009913752
1.3000000000000349e-13,0.042482327603761839
1.3000000000000369e-13,0.039251927675860124
1.3000000000000389e-13,0.029136625527182144
1.3000000000000409e-13,0.033867787463417377
1.3000000000000429e-13,0.031331888246198231
1.3000000000000449e-13,0.030756785378250308
1.300000000000047e-13,0.021585226934298016
1.300000000000049e-13,0.033849434354565965
1.300000000000051e-13,0.01724263374073922
1.300000000000053e-13,0.024170829708792616
1.300000000000055e-13,0.0068910851172711216
1.3999999999999976e-13,0.0069347371487144573
1.3999999999999981e-13,0.035351491767526139
1.3999999999999986e-13,0.046500899900612472
1.3999999999999991e-13,0.072115967937936773
1.3999999999999993e-13,0.010118080919279156
1.3999999999999996e-13,0.047600802852627654
1.3999999999999998e-13,0.14643261778961777
1.4000000000000001e-13,0.24130974332929736
1.4000000000000003e-13,0.039506417290564137
1.4000000000000011e-13,0.012089683646052672
1.4000000000000021e-13,0.011672355794559658
1.4000000000000031e-13,0.016711638563718361
1.4000000000000041e-13,0.010594180205279486
1.4000000000000051e-13,0.015030906337458936
1.4000000000000062e-13,0.0094145659676590655
1.4000000000000072e-13,0.00889562203267057
1.4000000000000082e-13,0.012284321863884184
1.4000000000000092e-13,0.0074079143535833551
1.4000000000000102e-13,0.0067017630210492868
1.4000000000000112e-13,0.010867991910324219
1.4000000000000132e-13,0.0067768461754529226
1.4000000000000152e-13,-0.0068146581621925245
1.4000000000000162e-13,0.091079820271832021
1.4000000000000173e-13,-0.0094463172240999149
1.4000000000000183e-13,-0.0090602834060808587
1.4000000000000203e-13,-0.004098557986620165
1.4000000000000223e-13,0.039232338693409717
1.4000000000000243e-13,0.073304782900211141
1.4000000000000263e-13,0.052845903948440333
