Input PDB File: pentane.pdb Total lines: 21
C 2.484 -0.389 0.322
C 1.261 0.350 -0.243
C -0.027 -0.348 0.199
C -1.249 0.421 -0.326
C -2.536 -0.311 0.047
H 2.471 -1.420 -0.033
H 2.443 -0.371 1.412
H 3.393 0.112 -0.016
H 1.324 0.350 -1.332
H 1.271 1.378 0.122
H -0.074 -0.384 1.288
H -0.048 -1.362 -0.205
H -1.183 0.500 -1.412
H -1.259 1.420 0.112
H -2.608 -0.407 1.130
H -2.540 -1.303 -0.404
H -3.393 0.254 -0.321
