Input PDB File: ethane.pdb Total lines: 12
C -0.751 0.001 -0.141
C 0.752 -0.001 0.141
H -1.158 0.991 0.070
H -1.240 -0.737 0.496
H -0.924 -0.249 -1.188
H 1.158 -0.991 -0.070
H 0.924 0.249 1.188
H 1.240 0.737 -0.496
