Input PDB File: propane.pdb Total lines: 15
C 1.241 0.444 0.349
C -0.011 -0.441 0.333
C -1.176 0.296 -0.332
H 1.516 0.699 -0.675
H 2.058 -0.099 0.827
H 1.035 1.354 0.913
H -0.283 -0.691 1.359
H 0.204 -1.354 -0.225
H -0.914 0.551 -1.359
H -1.396 1.211 0.219
H -2.058 -0.345 -0.332
